0.337076	0.338082	0.753990	0.380532	
0.137090	-0.049186	-0.332663	0.339709	
0.360948	-0.452218	0.355506	0.284840	
-1.094106	0.005364	0.020756	0.292302	
0.068715	-0.239596	0.393347	-0.194594	
0.452805	-0.259736	-0.128724	0.655227	
0.585202	0.010563	0.136293	0.067406	
-0.534626	0.314825	0.804460	0.353456	
-0.436484	-0.110555	0.670210	0.122860	
0.551303	0.697282	-0.202654	0.061600	
-0.238421	-0.018782	-0.159711	0.135631	
0.538471	-0.029212	-0.475805	0.427972	
0.119319	-0.210589	-1.094916	-0.456807	
0.617711	-0.072923	-0.429610	0.807560	
-0.632585	-0.438726	0.216729	-0.257229	
0.160921	-0.234972	0.234274	-0.192423	
0.430892	0.538069	-0.044953	0.409403	
0.720860	0.086724	0.121094	0.048513	
0.122850	0.598651	-0.379806	-0.528844	
-0.063433	0.069256	0.419110	-0.437299	
0.384638	-0.279322	-0.042860	0.397086	
0.309546	0.273784	-0.102507	-0.297611	
0.219537	0.338649	0.167076	0.649212	
0.368641	-0.233904	-0.135030	0.066443	
-0.194713	0.448944	-0.179781	-0.000861	
-0.350427	-0.122001	-0.076982	-0.636758	
0.184596	0.085287	-0.117862	-0.267527	
0.329313	0.608403	-0.033289	0.296281	
1.125065	0.198668	-0.060459	-0.387536	
0.262948	-0.460099	-0.144440	-0.187740	
-0.159995	0.239440	-0.555460	0.439687	
-0.422724	0.034495	-0.131378	0.278963	
0.396397	0.142819	-0.004539	0.165108	
0.484579	-0.432381	0.460463	0.258731	
0.097949	0.187808	0.483023	0.350110	
-0.217875	-0.278385	0.210976	0.377526	
-0.880329	0.103176	0.218239	0.292580	
0.185253	-0.373940	0.066526	-0.239853	
0.941967	-0.303711	-0.191113	-0.127893	
0.040336	-0.823354	-0.714018	0.688225	
-0.406421	0.638258	0.736467	-0.252200	
-0.546528	-0.089411	0.529225	-0.014839	
0.328756	-0.125304	0.117786	-0.892501	
0.270447	-0.213208	0.809743	0.741504	
0.005018	-0.497314	-0.258166	-0.213345	
0.379382	0.340299	0.659216	-0.038406	
-0.160494	0.141633	0.685063	0.140762	
0.874928	-0.987374	-0.532733	0.312393	
-0.106608	0.429970	-0.116838	0.004106	
0.307857	0.210030	0.360722	0.587895	
2.849928	3.160048	2.587937	3.418967	
3.132949	3.284539	2.489552	3.259996	
2.573494	3.448498	3.115981	3.567886	
3.006256	2.775064	2.125717	2.659843	
2.274966	3.423693	2.765599	3.019426	
2.713184	3.441354	2.854028	2.179570	
2.766799	2.626735	2.833078	3.209850	
3.362456	3.209393	2.723598	3.163044	
3.264974	2.698194	3.477798	2.970423	
2.863819	2.938442	2.549848	2.852341	
3.075762	3.642215	2.889269	2.743789	
3.423221	3.219306	3.108113	3.471463	
3.188900	3.176468	3.431939	2.599470	
2.622520	2.250485	3.051891	2.456864	
2.454651	3.342773	3.315579	3.275588	
3.183694	3.053374	3.526435	2.668340	
2.507571	2.956048	2.925077	2.930923	
3.286456	2.721571	2.846886	2.712172	
3.145792	2.755182	2.809692	3.240153	
2.797838	2.455606	3.385813	2.981364	
3.381380	2.485787	2.865249	3.375197	
2.732722	2.612166	2.556556	3.240506	
2.850695	3.037244	2.595836	2.708757	
3.683416	3.071858	2.654268	2.988627	
2.958649	3.520391	2.675421	3.233370	
3.484838	2.934281	2.990305	3.076446	
2.967591	2.912903	3.170391	2.801164	
2.898726	2.422660	3.009213	3.539763	
3.221739	3.093817	2.470777	2.991425	
2.637455	3.001243	3.275806	3.250410	
3.172077	3.444587	2.580170	3.413986	
3.215616	3.464193	2.645001	3.104556	
3.358153	3.342172	3.027189	3.368914	
3.293328	3.122988	3.223163	2.765088	
2.692430	3.276823	3.090195	2.807448	
2.927680	2.693383	3.186060	3.306762	
2.260398	3.298121	3.115020	2.546366	
2.696032	2.710453	2.765584	2.730764	
2.413046	3.953036	2.967448	2.686891	
2.327108	2.567992	2.821171	3.193423	
3.166468	2.779436	3.277518	3.117362	
3.113970	2.883225	3.139486	2.413575	
2.445056	3.255294	3.416378	2.866317	
2.508716	2.875301	2.856926	2.438587	
3.012708	2.658431	3.627674	2.263935	
2.881406	2.906999	2.932582	2.681021	
2.573813	3.953674	2.640290	2.852507	
3.361544	2.799837	2.745553	2.617060	
3.743284	2.993950	3.643700	3.597168	
2.717187	2.369004	2.849223	2.695424	
6.078053	6.068634	6.089932	5.755311	
5.625243	6.378299	5.843406	6.138222	
5.981252	5.876737	5.999702	6.368700	
5.901841	6.259161	6.183327	5.289547	
5.533188	5.988606	5.822093	5.842794	
5.897781	6.067292	6.145480	5.657982	
5.688470	6.097581	5.689558	5.593108	
6.039150	6.290462	5.800308	6.091997	
5.876824	5.831568	5.628453	6.121414	
5.939188	5.548448	6.816820	6.058151	
5.869087	5.880148	6.040038	5.798556	
5.974155	6.808464	5.906959	6.030610	
6.357249	6.048184	6.135706	5.926141	
5.626852	6.350689	6.235881	6.456256	
6.456064	5.609576	5.776656	5.603228	
5.090297	5.676918	5.877130	6.036320	
5.515720	6.735229	5.992914	6.297013	
5.719950	6.115295	5.559075	5.739816	
6.657817	5.489661	5.891634	6.472698	
5.720302	6.206912	6.099591	6.222636	
5.883528	6.371589	6.149538	6.097010	
6.151840	6.412855	5.885083	5.828696	
5.938168	6.490881	5.892426	6.526688	
5.577604	5.536556	6.728239	6.020037	
5.957022	6.259685	4.934048	5.699205	
6.304661	6.161128	6.149055	6.525221	
6.260458	6.381004	5.952971	6.293766	
5.931277	6.423314	6.061117	5.874217	
6.124030	5.581019	6.400218	5.804758	
6.222766	6.371735	6.008172	5.894085	
5.591837	6.125484	5.858633	5.941267	
5.879595	5.747321	6.144744	5.847642	
5.355537	6.507844	5.584629	5.591183	
5.885199	6.270638	5.975069	5.401738	
5.957965	5.469426	5.715099	6.090312	
5.964108	6.600481	5.908328	5.853782	
6.523670	5.969265	6.136057	5.858688	
5.923852	5.788717	5.476320	5.676024	
4.961981	5.706310	5.970346	6.032839	
5.940152	6.174696	5.828598	5.507570	
5.824365	6.439177	5.716681	5.844747	
6.111552	5.640544	6.866789	5.095702	
5.899777	5.964027	5.410833	5.584809	
5.973728	5.811484	5.610390	6.381296	
5.949811	5.472018	6.157371	5.593003	
5.905420	5.937057	5.419672	5.453991	
5.573974	5.419474	6.324431	6.196568	
5.547095	6.004461	5.678057	5.616091	
5.525664	5.533617	6.456028	6.577210	
5.884673	5.371758	5.972252	6.142975	
9.265610	9.266002	8.237557	8.500742	
8.390238	9.063645	9.094329	9.045962	
8.509066	9.705685	8.964803	8.919095	
9.239853	8.674755	8.798616	8.759080	
9.273814	9.003783	8.261405	8.426877	
9.392610	9.299579	8.074262	8.979770	
9.057897	8.364761	8.880697	8.855340	
8.826312	9.198302	8.692982	8.991465	
8.915545	9.513102	8.923435	9.004251	
8.887318	9.409523	9.631037	9.186350	
8.311998	9.130888	8.794308	9.466648	
9.159472	9.147989	8.525968	9.616067	
8.618235	9.079786	9.185706	8.847690	
9.012229	9.609306	8.950475	9.176551	
8.286602	8.931925	8.410533	9.368443	
9.149043	8.746069	8.269886	9.269676	
8.896218	8.565274	9.332772	9.361484	
9.321185	8.806401	8.735247	8.809365	
8.993838	9.446374	8.623586	8.878123	
8.565435	9.108976	9.622160	8.801077	
8.786121	9.068727	8.766741	8.594686	
8.893866	9.149560	8.911210	9.069468	
8.851317	8.483175	8.891610	9.725574	
9.340858	9.347759	8.937838	8.581238	
8.937240	9.349793	9.137718	8.625916	
8.882319	9.379830	8.794124	9.184297	
8.796438	8.536451	9.311594	8.153100	
9.254203	8.777174	9.066109	8.652244	
8.871683	9.183671	9.566158	9.447071	
9.171832	9.136531	9.380678	9.220770	
8.429327	8.922169	9.509464	9.440530	
9.369052	9.144393	9.600648	8.791653	
9.128968	8.707700	9.182250	8.864699	
8.693217	9.311996	9.369946	8.988169	
9.219794	8.902367	8.758034	8.400071	
9.451373	8.808754	9.451304	9.024354	
9.739640	9.275567	9.084614	8.787717	
9.367847	8.862599	9.486864	9.752377	
9.490386	9.094848	8.873724	8.019355	
9.585158	8.888570	8.412020	8.971629	
8.435176	8.820529	9.165421	9.149246	
8.382828	9.026198	8.886763	8.755533	
8.910063	9.474282	8.970794	8.519180	
9.165433	8.908804	8.902657	9.131479	
8.968589	9.045691	9.052691	8.553766	
8.182002	9.035615	9.417353	8.754795	
8.983106	8.887812	8.701631	9.579385	
8.257449	9.555453	9.235237	9.020049	
8.718772	9.054226	9.287698	8.435546	
8.889199	7.987706	8.779325	9.470695	
